City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
86,Maceio,BR,17-01-22 16:16,-9.6658,-35.7353,89.04,48,20,11.5
87,Castro,BR,17-01-22 16:18,-24.7911,-50.0119,75.31,73,76,9.46
88,Pilar,BR,17-01-22 16:18,-9.5972,-35.9567,87.73,43,54,12.77
89,Upernavik,GL,17-01-22 16:19,72.7868,-56.1549,-2.18,96,100,7.87
90,Bengkulu,ID,17-01-22 16:19,-3.8004,102.2655,76.95,89,100,3.69
91,Hilo,US,17-01-22 16:18,19.7297,-155.09,67.24,80,0,8.05
92,Juneau,US,17-01-22 16:17,58.3019,-134.4197,33.22,95,75,3.44
93,Deputatskiy,RU,17-01-22 16:19,69.3,139.9,-35.81,97,20,5.64
94,Rincon,US,17-01-22 16:19,32.296,-81.2354,49.86,53,20,23.02
95,Ponta Do Sol,PT,17-01-22 16:19,32.6667,-17.1,65.03,83,99,14.25
96,Ilulissat,GL,17-01-22 16:19,69.2167,-51.1,-15.47,96,39,8.43
97,Flinders,AU,17-01-22 16:19,-34.5833,150.8552,75.2,85,100,1.99
98,Waipawa,NZ,17-01-22 16:19,-41.4122,175.5153,58.46,86,66,4.65
99,Grindavik,IS,17-01-22 16:19,63.8424,-22.4338,43.9,100,100,33.38
100,Albany,US,17-01-22 16:17,42.6001,-73.9662,39.22,92,100,1.01
101,Atikokan,CA,17-01-22 16:19,48.7555,-91.6216,13.08,92,100,4.32
102,Port Lincoln,AU,17-01-22 16:19,-34.7333,135.8667,60.12,71,86,15.84
103,Blind River,CA,17-01-22 16:19,46.1834,-82.9582,21.45,78,100,8.48
104,Laguna,US,17-01-22 16:19,38.421,-121.4238,51.62,97,100,0
105,Chokurdakh,RU,17-01-22 16:19,70.6333,147.9167,-43.67,100,80,5.73
106,Soyo,AO,17-01-22 16:19,-6.1349,12.3689,80.42,69,88,8.5
107,Lebu,CL,17-01-22 16:19,-37.6167,-73.65,57.9,52,9,13.24
108,Cherskiy,RU,17-01-22 16:19,68.75,161.3,-44.37,100,50,4
109,Namibe,AO,17-01-22 16:19,-15.1961,12.1522,74.53,64,96,12.12
110,Kadipur,IN,17-01-22 16:19,26.1667,82.3833,52.23,50,69,3.29
111,Monrovia,LR,17-01-22 16:19,6.3005,-10.7969,89.37,64,14,11.65
112,Santa Cruz,BO,17-01-22 16:14,-17.8,-63.1667,85.46,66,75,20.71
113,Tarko-Sale,RU,17-01-22 16:16,64.9225,77.785,12.9,90,100,24.27
114,Teya,RU,17-01-22 16:19,60.3778,92.6267,22.24,94,100,5.99
115,Nikolskoye,RU,17-01-22 16:19,59.7035,30.7861,26.49,85,100,12.64
116,Chigorodo,CO,17-01-22 16:19,7.6664,-76.6811,84,74,40,13.8
117,Opuwo,NA,17-01-22 16:19,-18.0607,13.84,82.18,21,79,19.66
118,Sioux Lookout,CA,17-01-22 16:19,50.1001,-91.917,14.38,79,100,8.05
119,Kulhudhuffushi,MV,17-01-22 16:19,6.6221,73.07,81.73,74,58,13.24
120,Novyy Urengoy,RU,17-01-22 16:19,66.0833,76.6333,15.75,92,100,18.59
121,Paamiut,GL,17-01-22 16:19,61.994,-49.6678,13.59,94,95,8.16
122,Adrar,MR,17-01-22 16:19,20.5022,-10.0711,74.53,9,18,15.86
123,Tucuman,AR,17-01-22 16:19,-26.8241,-65.2226,89.6,51,20,12.66
124,Sergeyevka,KZ,17-01-22 16:19,53.88,67.4158,10.58,90,67,14.94
125,Cabo San Lucas,MX,17-01-22 16:19,22.8909,-109.9124,77.14,59,0,4.61
126,Kant,IN,17-01-22 16:19,27.8,79.8,51.58,57,75,4.32
127,Thompson,CA,17-01-22 16:19,55.7435,-97.8558,-25.44,68,20,5.75
128,Turukhansk,RU,17-01-22 16:19,65.8167,87.9833,15.76,92,100,18.43
129,Conde,BR,17-01-22 16:15,-7.2597,-34.9075,85.46,70,75,17.27
130,Rocha,UY,17-01-22 16:19,-34.4833,-54.3333,74.71,86,99,10.94
131,Naze,JP,17-01-22 16:19,28.3667,129.4833,53.53,69,100,12.95
132,Kaitangata,NZ,17-01-22 16:19,-46.2817,169.8464,54.97,97,15,2.93
133,Stende,LV,17-01-22 16:20,57.15,22.5333,34.54,56,8,17.36
134,Xuddur,SO,17-01-22 16:20,4.1213,43.8894,84.56,34,62,11.18
135,Saldanha,ZA,17-01-22 16:20,-33.0117,17.9442,69.04,85,50,15.3
136,Sao Filipe,CV,17-01-22 16:20,14.8961,-24.4956,72.95,73,0,7.38
137,Nizhniy Tsasuchey,RU,17-01-22 16:20,50.5167,115.1333,-6.57,98,99,3.76
138,Severo-Kurilsk,RU,17-01-22 16:20,50.6789,156.125,25.57,65,100,10.2
139,Sorland,NO,17-01-22 16:20,67.667,12.6934,30.27,63,100,20.56
140,Barra Do Garcas,BR,17-01-22 16:20,-15.89,-52.2567,89.37,48,10,4.25
141,Yellowknife,CA,17-01-22 16:18,62.456,-114.3525,-17.88,69,40,5.75
142,Inirida,CO,17-01-22 16:20,3.8653,-67.9239,89.64,54,100,2.26
143,Lorengau,PG,17-01-22 16:20,-2.0226,147.2712,80.6,81,91,7.67
144,Salalah,OM,17-01-22 16:20,17.0151,54.0924,75.29,73,40,3.44
145,Luba,GQ,17-01-22 16:20,3.4568,8.5547,80.74,78,100,10
146,Mazatlan,MX,17-01-22 16:18,23.2167,-106.4167,76.01,89,0,0
147,Saint-Dizier,FR,17-01-22 16:20,48.4167,5.0833,38.46,90,100,3.78
148,Dongsheng,CN,17-01-22 16:20,39.8161,109.9776,17.15,29,0,8.93
149,Hami,CN,17-01-22 16:20,42.8,93.45,26.96,43,1,2.57
150,Teeli,RU,17-01-22 16:20,51.0333,90.2333,4.32,93,100,1.43
151,Kyzyl-Suu,KG,17-01-22 16:20,42.3414,78.0056,31.23,66,100,4.52
152,Nemuro,JP,17-01-22 16:20,43.3236,145.575,31.05,94,100,15.55
153,Berlevag,NO,17-01-22 16:20,70.8578,29.0864,26.55,68,40,25.32
154,Eydhafushi,MV,17-01-22 16:20,5.1033,73.0708,82.45,74,78,18.43
155,La Ronge,CA,17-01-22 16:20,55.1001,-105.2842,-5.55,77,100,9.22
156,Oranjemund,NA,17-01-22 16:20,-28.55,16.4333,71.15,72,0,12.5
157,Zeya,RU,17-01-22 16:20,53.75,127.2667,-9.69,86,93,3.78
158,Faanui,PF,17-01-22 16:20,-16.4833,-151.75,77.02,88,100,12.71
159,Kapaa,US,17-01-22 16:20,22.0752,-159.319,66.52,78,75,1.01
160,Narodychi,UA,17-01-22 16:20,51.2029,29.0823,32.23,67,100,19.66
161,Puurmani,EE,17-01-22 16:20,58.5738,26.2878,26.82,63,56,16.67
162,Mar Del Plata,AR,17-01-22 16:19,-38.0023,-57.5575,70,49,0,18.01
163,Korla,CN,17-01-22 16:20,41.7597,86.1469,24.35,52,0,2.98
164,Kailaras,IN,17-01-22 16:20,26.3167,77.6167,53.22,44,15,4.07
165,Namatanai,PG,17-01-22 16:20,-3.6667,152.4333,79,81,95,1.21
166,Williston,US,17-01-22 16:17,48.147,-103.618,28.81,98,73,1.39
167,Vao,NC,17-01-22 16:20,-22.6667,167.4833,76.1,65,68,13.62
168,Hirara,JP,17-01-22 16:20,24.8,125.2833,65.82,83,100,30.47
169,San Carlos De Bariloche,AR,17-01-22 16:16,-41.1456,-71.3082,44.35,49,75,11.5
170,Bubaque,GW,17-01-22 16:20,11.2833,-15.8333,79.14,66,0,9.57
171,Souillac,MU,17-01-22 16:20,-20.5167,57.5167,82.78,83,75,1.14
172,Ushtobe,KZ,17-01-22 16:20,45.2514,77.9838,33.1,95,100,2.37
173,Arraial Do Cabo,BR,17-01-22 16:20,-22.9661,-42.0278,87.76,62,0,19.57
174,Altay,CN,17-01-22 16:20,47.8667,88.1167,28.06,66,65,6.08
175,Kahului,US,17-01-22 16:20,20.8947,-156.47,69.84,80,0,6.91
176,Havelock,US,17-01-22 16:20,34.8791,-76.9013,48.15,70,40,15.99
177,Mandurah,AU,17-01-22 16:20,-32.55,115.7,81.21,51,9,17.81
178,Pathein,MM,17-01-22 16:20,16.7833,94.7333,71.1,80,12,7.27
179,Jeremie,HT,17-01-22 16:20,18.65,-74.1167,80.98,64,1,2.06
180,Gao,ML,17-01-22 16:17,16.6362,1.637,76.51,7,3,18.03
181,Erenhot,CN,17-01-22 16:20,43.6475,111.9767,17.51,33,27,13.96
182,Rundu,NA,17-01-22 16:21,-17.9333,19.7667,78.64,51,99,0.92
183,Aksarka,RU,17-01-22 16:21,66.5606,67.7975,8.04,95,100,13.76
184,Abengourou,CI,17-01-22 16:21,6.7297,-3.4964,97.93,10,89,3.47
185,Port Elizabeth,ZA,17-01-22 16:18,-33.918,25.5701,75.09,78,75,6.91
186,Cabedelo,BR,17-01-22 16:20,-6.9811,-34.8339,86.67,63,82,13.6
187,Saint-Philippe,RE,17-01-22 16:21,-21.3585,55.7679,81.99,87,98,1.81
188,Hithadhoo,MV,17-01-22 16:21,-0.6,73.0833,83.61,75,100,13.42
189,Bethel,US,17-01-22 16:21,41.3712,-73.414,41.31,88,75,1.01
190,Takoradi,GH,17-01-22 16:21,4.8845,-1.7554,83.82,66,57,11.16
191,Malakal,SS,17-01-22 16:21,9.5334,31.6605,85.66,18,42,5.68
192,Nenjiang,CN,17-01-22 16:21,49.1833,125.2167,-21.5,98,17,2.77
193,Aklavik,CA,17-01-22 16:21,68.2191,-135.0107,-21.17,68,40,9.22
194,Srandakan,ID,17-01-22 16:21,-7.9386,110.2506,78.26,87,96,6.69
195,Yaan,NG,17-01-22 16:21,7.3833,8.5667,93.83,12,90,4.36
196,Ixtapa,MX,17-01-22 16:21,20.7,-105.2,77.23,73,0,3.44
197,Chase,CA,17-01-22 16:21,50.8165,-119.6857,37.15,99,99,2.24
198,Rudbar,AF,17-01-22 16:21,30.15,62.6,63.34,65,32,4.09
199,Lasa,IT,17-01-22 16:21,46.6166,10.7002,45.48,89,13,10.04
200,Mahwa,IN,17-01-22 16:21,27.0471,76.9288,51.21,45,4,2.48
201,Manggar,ID,17-01-22 16:21,-2.8833,108.2667,79.32,87,99,11.03
202,Ostrovnoy,RU,17-01-22 16:21,68.0531,39.5131,20.25,92,100,19.3
203,Ravar,IR,17-01-22 16:17,31.2656,56.8055,55.35,44,0,12.46
204,Morgaushi,RU,17-01-22 16:21,55.9643,46.7743,23.16,89,100,18.57
205,Northam,GB,17-01-22 16:21,51.0333,-4.2167,47.82,89,0,2.08
206,Fukue,JP,17-01-22 16:21,32.6881,128.8419,47.71,59,100,26.13
207,Grootfontein,NA,17-01-22 16:21,-19.5667,18.1167,81.97,47,40,3.44
208,Salo,IT,17-01-22 16:21,45.6086,10.531,49.87,61,0,4.52
209,Husavik,IS,17-01-22 16:21,66.0449,-17.3389,42.71,75,100,21.92
210,Byron Bay,AU,17-01-22 16:21,-28.65,153.6167,75.87,86,79,8.05
211,Rosa Zarate,EC,17-01-22 16:21,0.3333,-79.4667,78.58,77,89,1.5
212,Richards Bay,ZA,17-01-22 16:21,-28.783,32.0377,77.92,73,57,7.14
213,Gamba,GA,17-01-22 16:21,-2.65,10,78.82,79,75,8.55
214,Rio Gallegos,AR,17-01-22 16:21,-51.6226,-69.2181,53.65,32,75,14.97
215,Amahai,ID,17-01-22 16:21,-3.3333,128.9167,78.04,85,100,4.88
216,Luanda,AO,17-01-22 16:21,-8.8368,13.2343,82.4,65,0,8.05
217,Ribeira Grande,PT,17-01-22 16:21,38.5167,-28.7,59.4,67,75,3.44
218,Chuy,UY,17-01-22 16:21,-33.6971,-53.4616,76.82,82,72,9.44
219,Cidreira,BR,17-01-22 16:21,-30.1811,-50.2056,88.16,58,85,7.94
220,Port Shepstone,ZA,17-01-22 16:21,-30.7414,30.455,77.23,81,2,13.65
221,Victoria,HK,17-01-22 16:18,22.2855,114.1577,65.32,84,78,1.01
222,Ukiah,US,17-01-22 16:21,39.1502,-123.2078,50.38,65,49,2.71
223,Rabo De Peixe,PT,17-01-22 16:21,37.8,-25.5833,66.27,97,75,9.22
224,Yerbogachen,RU,17-01-22 16:21,61.2767,108.0108,-9.83,88,99,5.28
225,Kavieng,PG,17-01-22 16:21,-2.5744,150.7967,81.72,77,69,6.6
226,Pitimbu,BR,17-01-22 16:21,-7.4706,-34.8086,86.59,64,47,12.84
227,Longido,TZ,17-01-22 16:22,-2.7333,36.6833,65.23,78,100,6.73
228,Tadine,NC,17-01-22 16:22,-21.55,167.8833,75.29,73,9,12.5
229,Olinda,BR,17-01-22 16:21,-8.0089,-34.8553,85.73,62,20,13.8
230,Gizo,SB,17-01-22 16:22,-8.103,156.8419,81.64,77,98,3.04
231,Clyde River,CA,17-01-22 16:22,70.4692,-68.5914,-21.77,76,20,8.05
232,Nishihara,JP,17-01-22 16:22,26.1842,127.7558,58.28,73,100,13.8
233,Awjilah,LY,17-01-22 16:22,29.1081,21.2869,54.43,41,4,7.16
234,Hailar,CN,17-01-22 16:22,49.2,119.7,-30.62,100,79,3.6
235,Dukstas,LT,17-01-22 16:22,55.5333,26.3333,28.29,90,98,22.62
236,Maniitsoq,GL,17-01-22 16:22,65.4167,-52.9,9.32,81,60,12.03
237,Broome,US,17-01-22 16:22,42.2506,-75.833,36.54,87,100,3
238,Shelburne,CA,17-01-22 16:22,44.0787,-80.2041,21.6,90,100,17.6
239,Nhulunbuy,AU,17-01-22 16:22,-12.2333,136.7667,81.21,94,74,0
240,Aitape,PG,17-01-22 16:22,-3.1374,142.3475,78.06,90,100,11.72
241,Palana,RU,17-01-22 16:22,59.1167,159.9667,-3.44,76,1,7.56
242,Kloulklubed,PW,17-01-22 16:22,7.0419,134.2556,77.5,77,100,11.01
243,Fortuna,US,17-01-22 16:22,40.5982,-124.1573,42.66,100,100,4.61
244,Shahpura,IN,17-01-22 16:22,27.3833,75.9667,47.53,46,5,3.15
245,Zhicheng,CN,17-01-22 16:22,30.2956,111.5047,45.77,56,1,2.17
246,Brora,GB,17-01-22 16:22,58.0099,-3.8518,46.44,86,39,5.55
247,Santa Rosa,PH,17-01-22 16:22,14.3122,121.1114,76.1,72,87,11.32
248,Barreirinhas,BR,17-01-22 16:22,-2.7469,-42.8264,87.03,62,53,9.13
249,Robertsport,LR,17-01-22 16:22,6.7533,-11.3686,84.09,69,47,12.88
250,Arman,RU,17-01-22 16:22,59.7,150.1667,-5.06,76,3,9.6
251,Seymchan,RU,17-01-22 16:22,62.8833,152.4333,-45.63,100,86,0.25
252,Hargeysa,SO,17-01-22 16:22,9.56,44.065,65.3,72,28,12.21
253,Buchanan,LR,17-01-22 16:22,5.8808,-10.0467,89.56,62,53,12.03
254,Esperance,AU,17-01-22 16:22,-33.8667,121.9,60.26,75,7,15.21
255,Poum,NC,17-01-22 16:22,-20.2333,164.0167,80.71,74,24,17.09
256,Goderich,CA,17-01-22 16:21,43.7501,-81.7165,28.9,68,100,21.85
257,Lagoa,PT,17-01-22 16:22,39.05,-27.9833,58.01,79,100,11.23
258,Rock Sound,BS,17-01-22 16:22,24.9,-76.2,73.2,65,95,22.5
259,Humaita,BR,17-01-22 16:22,-7.5061,-63.0208,79.38,84,100,2.77
260,Bedele,ET,17-01-22 16:22,8.456,36.353,63.37,57,100,4.25
261,Klaksvik,FO,17-01-22 16:22,62.2266,-6.589,45.52,80,100,25.26
262,Virden,US,17-01-22 16:22,39.5009,-89.7679,30.85,81,30,14.7
263,Hobyo,SO,17-01-22 16:22,5.3505,48.5268,78.26,76,99,14.27
264,Valparaiso,CL,17-01-22 16:22,-33.0393,-71.6273,71.83,45,20,16.11
265,Burhar,IN,17-01-22 16:22,23.2167,81.5333,56.8,44,0,1.83
266,Tura,IN,17-01-22 16:22,25.5198,90.2201,59.11,58,34,4.14
267,Lompoc,US,17-01-22 16:22,34.6391,-120.4579,62.13,85,0,0
268,Palasa,IN,17-01-22 16:22,18.7667,84.4167,67.33,80,44,5.28
269,Hebi,CN,17-01-22 16:23,35.8992,114.1925,32.11,39,0,5.35
270,Saint Anthony,US,17-01-22 16:23,45.0205,-93.218,23.31,81,100,3
271,Bahia De Caraquez,EC,17-01-22 16:23,-0.6,-80.4167,82.58,70,98,3.02
272,Mahon,ES,17-01-22 16:23,39.8885,4.2658,54.16,50,0,8.05
273,Sandwick,GB,17-01-22 16:23,60,-1.25,46.22,93,75,23.02
274,Hofn,IS,17-01-22 16:23,64.2539,-15.2082,41.02,87,40,8.05
275,Manati,PR,17-01-22 16:23,18.4275,-66.4921,85.62,71,30,8.08
276,Kurmanayevka,RU,17-01-22 16:20,52.5093,52.0675,11.35,92,63,14.99
277,Champerico,GT,17-01-22 16:24,14.3,-91.9167,88.75,61,0,5.95
278,Mahebourg,MU,17-01-22 16:24,-20.4081,57.7,82.69,83,75,1.14
279,Mayo,US,17-01-22 16:24,38.8876,-76.5119,42.42,65,100,5.01
280,Bathsheba,BB,17-01-22 16:24,13.2167,-59.5167,81.21,78,75,20.71
281,Neiafu,TO,17-01-22 16:24,-18.65,-173.9833,80.92,74,100,15.95
282,Gewane,ET,17-01-22 16:24,10.1664,40.6453,84.16,45,62,13.02
283,Pisco,PE,17-01-22 16:24,-13.7,-76.2167,73.02,94,40,8.05
284,Ambilobe,MG,17-01-22 16:24,-13.2,49.05,79.07,79,99,4.79
285,Okhotsk,RU,17-01-22 16:24,59.3833,143.3,-1.25,77,100,10.8
286,Nanortalik,GL,17-01-22 16:24,60.1432,-45.2371,26.87,78,100,23.64
287,Vardo,NO,17-01-22 16:24,70.3705,31.1107,20.95,77,100,34.54
288,Kulpahar,IN,17-01-22 16:24,25.3167,79.65,53.49,55,40,3.96
289,Pontianak,ID,17-01-22 16:24,-0.0333,109.3333,76.98,94,40,3.44
290,Pasighat,IN,17-01-22 16:21,28.0667,95.3333,56.08,43,0,5.21
291,Derzhavinsk,KZ,17-01-22 16:24,51.1,66.3167,19.87,87,100,15.88
292,Sirur,IN,17-01-22 16:24,18.8333,74.3833,76.59,40,63,2.26
293,Mineiros,BR,17-01-22 16:24,-17.5694,-52.5511,82.96,54,57,9.57
294,Evensk,RU,17-01-22 16:24,61.95,159.2333,6.73,57,0,12.64
295,Fuerte Olimpo,PY,17-01-22 16:24,-21.0415,-57.8738,101.95,25,80,14.63
296,Henties Bay,NA,17-01-22 16:24,-22.116,14.2845,72.86,76,52,10.02
297,Sola,VU,17-01-22 16:24,-13.8833,167.55,80.87,79,78,11.88
298,Taraz,KZ,17-01-22 16:24,42.9,71.3667,30.61,100,100,4.47
299,Calabozo,VE,17-01-22 16:24,8.9242,-67.4293,90.82,42,74,9.24
300,Progreso,MX,17-01-22 16:24,21.2833,-89.6667,69.91,59,100,8.3
301,Ketou,BJ,17-01-22 16:24,7.3633,2.5998,97.47,16,65,2.39
302,Vila Franca Do Campo,PT,17-01-22 16:24,37.7167,-25.4333,67.19,85,59,10.58
303,Merced,US,17-01-22 16:24,37.1666,-120.7516,46.89,98,100,4.05
304,Isla Vista,US,17-01-22 16:24,34.4133,-119.861,62.35,64,75,4.61
305,Mezokeresztes,HU,17-01-22 16:24,47.8333,20.7,39.4,74,81,24.45
306,Quimper,FR,17-01-22 16:24,48,-4.1,50.68,87,75,0
307,Saint-Denis,FR,17-01-22 16:24,48.9167,2.3333,46.08,86,100,4.61
308,Bolgatanga,GH,17-01-22 16:24,10.7856,-0.8514,91.26,8,86,9.22
309,Farafangana,MG,17-01-22 16:24,-22.8167,47.8333,77.29,82,76,10.45
310,Gimli,CA,17-01-22 16:24,50.6336,-96.9907,10.13,85,99,11.5
311,Fairbanks,US,17-01-22 16:24,64.8378,-147.7164,-5.03,81,20,0
312,Hoquiam,US,17-01-22 16:24,46.9809,-123.8893,43,96,100,3.44
313,Boa Vista,BR,17-01-22 16:24,2.8197,-60.6733,89.58,48,75,13.8
314,Aktas,KZ,17-01-22 16:24,49.7789,72.9608,13.75,92,54,7.99
315,Khandyga,RU,17-01-22 16:24,62.6667,135.6,-38.07,98,85,0.56
316,Ormara,PK,17-01-22 16:24,25.2088,64.6357,71.01,49,13,2.66
