City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
317,Glendive,US,17-01-22 16:24,47.1053,-104.7125,38.82,82,0,13.8
318,Dingle,PH,17-01-22 16:24,10.9995,122.6711,73.45,82,96,9.42
319,Sao Felix Do Xingu,BR,17-01-22 16:24,-6.6447,-51.995,87.15,61,14,1.34
320,Kyra,RU,17-01-22 16:24,49.5776,111.9753,1.71,97,100,1.28
321,Geraldton,AU,17-01-22 16:24,-28.7667,114.6,73.81,78,19,14.97
322,Guerrero Negro,MX,17-01-22 16:25,27.9769,-114.0611,63.61,79,5,9.64
323,Bereda,ES,17-01-22 16:25,43.2686,-7.5406,55.15,99,87,2.62
324,Verkhnetulomskiy,RU,17-01-22 16:25,68.6073,31.7962,23.13,89,100,15.01
325,Narsaq,GL,17-01-22 16:25,60.9167,-46.05,28.62,96,100,1.61
326,Bam,IR,17-01-22 16:25,29.106,58.357,62.96,45,0,1.79
327,Otukpo,NG,17-01-22 16:25,7.1913,8.1329,94.53,12,60,5.23
328,Zapolyarnyy,RU,17-01-22 16:25,69.4154,30.8136,22.28,79,100,31.29
329,Garowe,SO,17-01-22 16:25,8.4054,48.4845,79.43,32,99,11.61
330,Lodja,CD,17-01-22 16:25,-3.4833,23.4333,73.78,91,94,1.61
331,Terrace,CA,17-01-22 16:25,54.5163,-128.6035,40.91,81,40,12.66
332,Palmer,US,17-01-22 16:25,42.1584,-72.3287,43.9,84,75,8.99
333,Haines Junction,CA,17-01-22 16:25,60.7522,-137.5108,6.75,85,49,2.3
334,North Bend,US,17-01-22 16:20,43.4065,-124.2243,42.08,100,0,8.05
335,Margate,GB,17-01-22 16:25,51.3813,1.3862,46.89,82,0,1.01
336,Puerto Escondido,MX,17-01-22 16:25,15.85,-97.0667,81.43,78,0,6.91
337,Nome,US,17-01-22 16:22,64.5011,-165.4064,-2.13,66,100,17.27
338,Assare,BR,17-01-22 16:25,-6.8744,-39.875,92.17,35,8,7.76
339,Goure,NE,17-01-22 16:25,13.9835,10.2704,70.02,11,11,13
340,Yate,GB,17-01-22 16:25,51.5407,-2.4184,46.81,87,0,1.05
341,Gunjur,GM,17-01-22 16:25,13.2019,-16.7339,95.07,31,0,4.61
342,Port Pirie,AU,17-01-22 16:25,-33.1833,138.0167,66.29,61,100,9.01
343,Dunyapur,PK,17-01-22 16:25,29.7995,71.7196,59.02,24,6,4.7
344,Killybegs,IE,17-01-22 16:25,54.6333,-8.45,46.11,76,9,7.31
345,Cheney,US,17-01-22 16:20,47.4874,-117.5758,32.76,98,100,0
346,Kavaratti,IN,17-01-22 16:25,10.5669,72.642,80.6,71,87,12.91
347,College,US,17-01-22 16:25,64.8569,-147.8028,-5.03,82,20,0
348,Dolores,AR,17-01-22 16:24,-36.3132,-57.6792,63.23,86,100,19.08
349,Kenora,CA,17-01-22 16:25,49.8167,-94.4337,17.58,85,100,9.22
350,Dabakala,CI,17-01-22 16:25,8.3667,-4.4333,97.07,9,84,6.62
351,Half Moon Bay,US,17-01-22 16:25,37.4636,-122.4286,56.88,83,100,0
352,Christchurch,NZ,17-01-22 16:22,-43.5333,172.6333,62.94,83,100,1.01
353,Vostok,RU,17-01-22 16:25,46.4856,135.8833,-6.79,100,100,1.43
354,Anse-Bertrand,GP,17-01-22 16:25,16.4721,-61.5078,84.02,61,5,15.7
355,Havre-Saint-Pierre,CA,17-01-22 16:25,50.2334,-63.5986,25.39,79,100,8.05
356,Qandala,SO,17-01-22 16:25,11.472,49.8728,76.96,72,92,6.69
357,Wanganui,NZ,17-01-22 16:25,-39.9333,175.05,55.6,93,3,3
358,Bourail,NC,17-01-22 16:25,-21.5667,165.4833,74.71,80,2,3.27
359,Zhigansk,RU,17-01-22 16:25,66.7697,123.3711,-42.59,99,70,8.55
360,Cockburn Town,TC,17-01-22 16:25,21.4612,-71.1419,78.3,76,19,13.49
361,Westport,US,17-01-22 16:20,41.1415,-73.3579,42.85,80,0,1.99
362,Vuktyl,RU,17-01-22 16:25,63.8567,57.3094,-5.53,98,43,5.57
363,Saint-Augustin,CA,17-01-22 16:25,51.226,-58.6502,13.59,84,80,3.51
364,Yulara,AU,17-01-22 16:26,-25.2406,130.9889,67.84,94,100,5.75
365,Sur,OM,17-01-22 16:26,22.5667,59.5289,73.42,71,0,13.11
366,Camacha,PT,17-01-22 16:26,33.0833,-16.3333,62.02,77,40,17.27
367,Bintulu,MY,17-01-22 16:26,3.1667,113.0333,73.81,94,40,5.75
368,Sao Borja,BR,17-01-22 16:26,-28.6606,-56.0044,107.4,17,28,16.96
369,Sistranda,NO,17-01-22 16:26,63.7256,8.834,37.9,65,100,27.72
370,Viking,CA,17-01-22 16:26,53.1001,-111.7684,32.13,99,89,4.76
371,Honningsvag,NO,17-01-22 16:26,70.9821,25.9704,24.33,52,100,28.16
372,Provideniya,RU,17-01-22 16:26,64.3833,-173.3,-9.67,91,7,8.25
373,Ouesso,CG,17-01-22 16:26,1.6136,16.0517,86.67,44,92,6.82
374,Mistelbach,AT,17-01-22 16:26,48.57,16.5767,44.38,67,100,13
375,Luohe,CN,17-01-22 16:25,33.5717,114.0353,36.5,69,0,3.2
376,Mattru,SL,17-01-22 16:26,7.6244,-11.8332,96.73,29,26,4.59
377,Sechura,PE,17-01-22 16:26,-5.5569,-80.8222,78.4,62,75,6.6
378,Aquiraz,BR,17-01-22 16:26,-3.9014,-38.3911,90.21,69,44,13.31
379,Port Hueneme,US,17-01-22 16:26,34.1478,-119.1951,60.94,81,100,5.75
380,Thinadhoo,MV,17-01-22 16:26,0.5333,72.9333,83.21,75,100,15.61
381,Dunedin,NZ,17-01-22 16:24,-45.8742,170.5036,59.81,99,0,3
382,Jalu,LY,17-01-22 16:26,29.0331,21.5482,53.98,42,3,7.31
383,Panguna,PG,17-01-22 16:26,-6.3164,155.4848,68.58,94,54,1.14
384,Hudson Bay,CA,17-01-22 16:26,52.85,-102.3842,-3.87,98,100,6.78
385,Ishinomaki,JP,17-01-22 16:26,38.4167,141.3,29.48,81,70,7.7
386,Kuching,MY,17-01-22 16:26,1.55,110.3333,75.42,100,40,1.14
387,Malumfashi,NG,17-01-22 16:26,11.7853,7.6218,77.58,14,56,11.65
388,Manicore,BR,17-01-22 16:26,-5.8092,-61.3003,85.24,71,98,1.68
389,Taltal,CL,17-01-22 16:26,-25.4,-70.4833,70.61,73,13,9.69
390,Benjamin Aceval,PY,17-01-22 16:26,-24.9667,-57.5667,104.59,19,3,13.87
391,Chapais,CA,17-01-22 16:26,49.7834,-74.8492,2.98,81,100,4.76
392,Rongcheng,CN,17-01-22 16:26,30.634,117.8517,46.63,76,100,2.68
393,Inuvik,CA,17-01-22 16:26,68.3499,-133.7218,-21.14,72,20,4.61
394,Almaty,KZ,17-01-22 16:24,43.25,76.95,31.91,100,100,6.71
395,Kuchaman,IN,17-01-22 16:26,27.15,74.85,57.36,32,6,4.34
396,Novorozhdestvenskaya,RU,17-01-22 16:26,45.8619,39.9542,36.32,83,96,20.2
397,Coihaique,CL,17-01-22 16:26,-45.5752,-72.0662,57.15,38,20,6.91
398,Adeje,ES,17-01-22 16:26,28.1227,-16.726,68.52,69,100,7
399,Dalfsen,NL,17-01-22 16:26,52.5,6.25,48.18,93,64,10.94
400,Tabory,RU,17-01-22 16:26,58.5198,64.5495,9.12,89,35,9.53
401,Chifeng,CN,17-01-22 16:26,42.2683,118.9636,11.28,47,95,1.9
402,Havoysund,NO,17-01-22 16:26,70.9963,24.6622,25.68,65,100,21.56
403,Xining,CN,17-01-22 16:26,36.6167,101.7667,25.84,20,0,2.8
404,Petropavlovsk-Kamchatskiy,RU,17-01-22 16:26,53.0452,158.6483,12.79,52,75,13.42
405,Krasnovishersk,RU,17-01-22 16:26,60.4078,57.082,12.83,95,100,7.36
406,Areia Branca,BR,17-01-22 16:26,-4.9561,-37.1369,97,55,82,14.67
407,Razole,IN,17-01-22 16:26,16.4833,81.8333,75.49,85,6,3.56
408,Murray Bridge,AU,17-01-22 16:26,-35.1167,139.2667,62.49,67,100,13.47
409,Panzhihua,CN,17-01-22 16:26,26.5851,101.7128,47.43,83,99,1.54
410,Feijo,BR,17-01-22 16:26,-8.1642,-70.3536,88.7,52,100,3.89
411,Zaysan,KZ,17-01-22 16:26,47.4667,84.8667,23.27,83,100,3.24
412,Moree,AU,17-01-22 16:25,-29.4667,149.85,80.62,61,100,17.27
413,Talnakh,RU,17-01-22 16:27,69.4865,88.3972,15.21,93,100,11.86
414,Sakaiminato,JP,17-01-22 16:27,35.55,133.2333,33.78,93,75,6.91
415,Brae,GB,17-01-22 16:27,60.3964,-1.353,46.31,79,100,20.45
416,Zhigalovo,RU,17-01-22 16:27,54.8097,105.1578,-9.63,100,94,1.48
417,Mumford,GH,17-01-22 16:27,5.2618,-0.759,83.17,69,60,13.47
418,General Roca,AR,17-01-22 16:27,-39.0333,-67.5833,59.4,43,96,11.01
419,Rawson,AR,17-01-22 16:27,-43.3002,-65.1023,58.73,52,84,19.42
420,Alice Springs,AU,17-01-22 16:27,-23.7,133.8833,76.55,92,96,8.05
421,Pontes E Lacerda,BR,17-01-22 16:27,-15.2261,-59.3353,93.47,39,8,7.58
422,Verkh-Suetka,RU,17-01-22 16:27,53.3,80.05,8.82,95,66,8.05
423,Umm Kaddadah,SD,17-01-22 16:27,13.6017,26.6876,71.19,18,0,14.54
424,Kabansk,RU,17-01-22 16:24,52.0486,106.6528,-10.71,97,98,3.09
425,Monte Alegre De Sergipe,BR,17-01-22 16:27,-10.0272,-37.5622,93.04,35,16,10
426,Ucluelet,CA,17-01-22 16:27,48.9329,-125.5528,46.09,92,99,1.01
427,Meiganga,CM,17-01-22 16:27,6.5167,14.3,86.04,18,13,3.38
428,Oyama,JP,17-01-22 16:27,36.3,139.8,43.59,46,44,10.11
429,Opelousas,US,17-01-22 16:27,30.5335,-92.0815,52.81,46,0,3.44
430,Aykhal,RU,17-01-22 16:27,66,111.5,-6.59,96,100,16.84
431,Port Hardy,CA,17-01-22 16:27,50.6996,-127.4199,46.76,93,75,5.75
432,Camocim,BR,17-01-22 16:27,-2.9022,-40.8411,84.87,66,54,12.48
433,Kaitong,CN,17-01-22 16:27,44.8135,123.15,-13.5,99,9,4.05
434,Banjar,ID,17-01-22 16:27,-8.19,114.9675,76.91,91,100,2.19
435,Creutzwald,FR,17-01-22 16:27,49.2,6.6833,39.99,93,95,6.11
436,Manturovo,RU,17-01-22 16:27,58.3353,44.7619,22.03,95,100,10.25
437,Cartagena,CO,17-01-22 16:23,10.3997,-75.5144,87.42,66,20,14.97
438,Jiexiu,CN,17-01-22 16:27,37.0244,111.9125,30.7,23,6,5.68
439,Sinnamary,GF,17-01-22 16:27,5.3833,-52.95,81.55,67,62,10.63
440,Kaputa,ZM,17-01-22 16:27,-8.4689,29.6619,68.54,87,100,2.1
441,Piedras Negras,MX,17-01-22 16:27,28.7,-100.5167,57.65,20,1,7.52
442,Pratapgarh,IN,17-01-22 16:27,24.0333,74.7833,60.3,54,2,5.37
443,Vila Velha,BR,17-01-22 16:26,-20.3297,-40.2925,85.95,62,20,16.11
444,Darhan,MN,17-01-22 16:27,49.4867,105.9228,1.27,94,88,1.88
445,San Patricio,US,17-01-22 16:27,28.017,-97.5169,61.48,22,1,3.36
446,Sibolga,ID,17-01-22 16:27,1.7427,98.7792,77.02,89,100,3.51
447,Portlethen,GB,17-01-22 16:27,57.0547,-2.1307,44.78,65,17,8.05
448,Stokmarknes,NO,17-01-22 16:27,68.5646,14.9108,30.49,74,40,11.5
449,Ketchikan,US,17-01-22 16:27,55.3422,-131.6461,37.38,86,40,4.61
450,Nova Bana,SK,17-01-22 16:27,48.4231,18.6404,42.57,94,100,18.59
451,Icod De Los Vinos,ES,17-01-22 16:27,28.3724,-16.7119,68.97,86,86,3.02
452,Warrnambool,AU,17-01-22 16:27,-38.3833,142.4833,53.82,65,61,8.21
453,Blackwater,AU,17-01-22 16:27,-23.5833,148.8833,76.1,78,91,11.81
454,Mwense,ZM,17-01-22 16:27,-10.3845,28.698,69.21,91,100,2.17
455,Vangaindrano,MG,17-01-22 16:27,-23.35,47.6,76.03,84,33,8.48
456,Iranshahr,IR,17-01-22 16:27,27.2025,60.6848,68.34,60,40,6.91
457,West Bay,KY,17-01-22 16:27,19.3667,-81.4167,80.06,64,20,4
458,Port Macquarie,AU,17-01-22 16:27,-31.4333,152.9167,71.89,90,99,10.42
459,Grand Island,US,17-01-22 16:27,40.925,-98.342,37.29,73,100,4
460,Veshkayma,RU,17-01-22 16:28,54.05,47.1333,20.57,87,100,18.59
461,Katherine,AU,17-01-22 16:28,-14.4667,132.2667,79.12,83,89,1.14
462,Saint-Joseph,RE,17-01-22 16:28,-21.3667,55.6167,80.98,86,87,2.19
463,Japura,ID,17-01-22 16:28,-0.3167,102.35,73.42,98,92,1.61
464,Huarmey,PE,17-01-22 16:28,-10.0681,-78.1522,75.52,77,94,8.61
465,Lozovo,MK,17-01-22 16:28,41.7839,21.9056,29.59,77,57,4.41
466,Mangan,IN,17-01-22 16:28,27.5167,88.5333,52.47,42,85,6.76
467,San Vicente De Canete,PE,17-01-22 16:28,-13.0751,-76.3835,76.53,72,50,6.96
468,Nicoya,CR,17-01-22 16:28,10.1483,-85.452,89.15,40,0,12.82
469,Hede,CN,17-01-22 16:28,33.7681,120.2517,35.76,67,21,6.11
470,Vanavara,RU,17-01-22 16:28,60.34,102.2797,-9.72,100,93,2.82
471,Vanimo,PG,17-01-22 16:28,-2.6741,141.3028,76.98,94,100,10.13
472,Portales,US,17-01-22 16:28,34.1862,-103.3344,48.33,21,10,10.2
473,Olds,CA,17-01-22 16:28,51.7834,-114.102,31.91,74,44,13.8
474,Norden,DE,17-01-22 16:28,53.6,7.2,46.38,84,13,20.62
475,Iskateley,RU,17-01-22 16:28,67.6803,53.1512,2.53,88,100,13.11
476,Craig,US,17-01-22 16:28,40.5153,-107.5464,27.54,92,0,0
477,Nantucket,US,17-01-22 16:25,41.2835,-70.0995,50.02,91,100,28.81
478,Tambun,ID,17-01-22 16:28,-6.2641,107.0712,82.04,74,78,4.45
479,Antalaha,MG,17-01-22 16:28,-14.9003,50.2788,80.46,82,98,4.65
480,Alofi,NU,17-01-22 16:28,-19.0595,-169.9187,76.89,100,40,4.61
481,Dahegam,IN,17-01-22 16:28,23.1667,72.8167,65.97,47,4,7.29
482,Xanxere,BR,17-01-22 16:28,-26.8769,-52.4042,93.31,35,77,8.16
483,Elko,US,17-01-22 16:28,41.0002,-115.5012,17.62,84,100,3.18
484,Mbamba,NG,17-01-22 16:28,9.9833,13.1,84.83,16,73,6.64
485,Lata,PT,17-01-22 16:28,40.1629,-8.3327,62.92,45,12,3.83
486,Tshikapa,CD,17-01-22 16:28,-6.4167,20.8,74.75,92,99,4.45
487,Bayonet Point,US,17-01-22 16:28,28.3267,-82.6834,62.19,73,56,10
488,Ancud,CL,17-01-22 16:28,-41.8697,-73.8203,55.22,55,9,8.95
489,Quatre Cocos,MU,17-01-22 16:28,-20.2078,57.7625,82.51,77,45,5.75
490,Wukari,NG,17-01-22 16:28,7.85,9.7833,92.71,13,85,6.22
491,Maple Creek,CA,17-01-22 16:28,49.9168,-109.4848,46.81,80,97,5.75
492,Khovu-Aksy,RU,17-01-22 16:28,51.1333,93.6,7.59,83,86,4.52
493,Kazerun,IR,17-01-22 16:25,29.6195,51.6541,52.43,65,10,3.38
494,San Cristobal,VE,17-01-22 16:29,7.7669,-72.225,75.38,52,100,6.33
495,Aviles,ES,17-01-22 16:29,43.5547,-5.9248,52.77,67,20,10
496,Berbera,SO,17-01-22 16:29,10.4396,45.0143,77.34,72,96,9.55
497,Bundaberg,AU,17-01-22 16:29,-24.85,152.35,75.49,87,74,3.44
498,Ladozhskaya,RU,17-01-22 16:29,45.3081,39.935,36.66,76,33,19.71
499,Itarema,BR,17-01-22 16:30,-2.9248,-39.9167,86.94,61,50,16.84
500,Grenaa,DK,17-01-22 16:30,56.4158,10.8783,37.85,74,0,12.59
501,Necochea,AR,17-01-22 16:30,-38.5473,-58.7368,67.03,34,100,21.92
502,Kohtla-Jarve,EE,17-01-22 16:30,59.3986,27.2731,28.11,62,42,29.04
503,Kysyl-Syr,RU,17-01-22 16:30,63.8986,122.7617,-41.87,100,60,2.59
504,Annau,TM,17-01-22 16:30,37.8876,58.516,40.5,87,100,4.61
505,Hambantota,LK,17-01-22 16:30,6.1241,81.1185,77.74,79,39,16.26
506,Aranda De Duero,ES,17-01-22 16:30,41.6704,-3.6892,40.12,54,6,2.66
507,Port Hawkesbury,CA,17-01-22 16:30,45.6169,-61.3485,32.18,90,40,13
508,Prainha,BR,17-01-22 16:30,-1.8,-53.48,89.56,50,76,3.67
509,Ercis,TR,17-01-22 16:30,39.0287,43.3586,10,75,0,5.5
510,Araouane,ML,17-01-22 16:30,18.9048,-3.5265,75.67,9,2,12.59
511,Puerto Plata,DO,17-01-22 16:29,19.7934,-70.6884,84.45,47,3,4.23
512,Solano,US,17-01-22 16:30,38.2333,-121.9511,54.81,83,100,5.75
513,Baoro,CF,17-01-22 16:30,5.6667,15.9667,80.19,20,33,1.05
514,Wageningen,NL,17-01-22 16:30,51.9667,5.6667,47.93,89,100,13.8
515,Shitanjing,CN,17-01-22 16:30,39.2342,106.3439,21.11,35,1,2.71
516,Acandi,CO,17-01-22 16:30,8.5063,-77.2778,81.55,75,13,7.09
517,Altamont,US,17-01-22 16:30,42.2068,-121.7372,30.78,91,20,0
518,Zaozerne,UA,17-01-22 16:30,45.1582,33.2787,43.95,66,100,22.64
519,Williams Lake,CA,17-01-22 16:30,52.1415,-122.1445,36.97,97,75,1.01
520,San Felipe,VE,17-01-22 16:30,10.3399,-68.7425,84.61,59,85,7.18
521,Tamsalu,EE,17-01-22 16:30,59.1586,26.1153,25.79,64,34,17.98
522,Campbell River,CA,17-01-22 16:30,50.0163,-125.2446,41.72,98,100,4.23
523,Merrill,US,17-01-22 16:30,45.1805,-89.6835,23.77,72,100,4.61
