City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Luderitz,NA,-26.6481,15.1594,76.69,67,97,7.16,overcast clouds
348,Abha,SA,18.2164,42.5053,60.62,51,20,13.8,few clouds
349,Sabang,ID,5.8933,95.3214,82.2,71,12,7.65,few clouds
350,Saint-Augustin,CA,51.226,-58.6502,-0.49,73,6,2.21,clear sky
351,Ouesso,CG,1.6136,16.0517,98.4,18,100,2.82,overcast clouds
352,Flin Flon,CA,54.7682,-101.865,-25.76,68,0,3.44,clear sky
353,Mogadishu,SO,2.0371,45.3438,84.07,70,0,23.02,clear sky
354,Newcastle,AU,-32.9272,151.7765,67.78,87,100,5.75,overcast clouds
355,Aykhal,RU,66.0,111.5,-6.07,100,11,6.51,few clouds
356,Avera,US,33.194,-82.5271,33.75,87,22,8.19,few clouds
357,Talcahuano,CL,-36.7167,-73.1167,64.08,72,75,14.97,broken clouds
358,Maceio,BR,-9.6658,-35.7353,90.84,48,40,5.75,scattered clouds
359,Yafran,LY,32.0633,12.5286,50.16,40,0,9.95,clear sky
360,Hami,CN,42.8,93.45,26.62,50,2,4.5,clear sky
361,Buchanan,LR,5.8808,-10.0467,93.16,36,26,9.08,scattered clouds
362,Itarema,BR,-2.9248,-39.9167,85.86,62,48,13.04,scattered clouds
363,Elko,US,41.0002,-115.5012,15.82,81,13,4.5,few clouds
364,Bilibino,RU,68.0546,166.4372,-45.78,99,56,0.69,broken clouds
365,Meulaboh,ID,4.1363,96.1285,78.84,81,12,2.53,few clouds
366,Inhambane,MZ,-23.865,35.3833,80.58,74,75,18.01,moderate rain
367,Sur,OM,22.5667,59.5289,65.26,54,0,21.92,clear sky
368,Carlsbad,US,33.1581,-117.3506,61.52,50,0,1.01,clear sky
369,Leh,IN,34.1667,77.5833,4.55,74,100,3.87,overcast clouds
370,Urbana,US,40.1106,-88.2073,22.03,72,100,8.01,overcast clouds
371,Sundsvall,SE,62.3913,17.3063,28.96,81,100,2.3,overcast clouds
372,Hoa Binh,VN,20.8133,105.3383,67.89,93,30,1.61,scattered clouds
373,Mount Isa,AU,-20.7333,139.5,76.77,83,75,4.61,broken clouds
374,Ayorou,NE,14.7308,0.9174,83.95,7,18,15.03,few clouds
375,Kuhdasht,IR,33.535,47.6061,35.15,45,0,0.78,clear sky
376,Dax,FR,43.75,-1.1667,47.39,83,0,4.61,clear sky
377,Wanning,CN,18.8003,110.3967,71.26,93,79,1.97,broken clouds
378,Vao,NC,-22.6667,167.4833,77.92,84,74,4.36,broken clouds
379,Maple Creek,CA,49.9168,-109.4848,43.21,70,100,13.8,overcast clouds
380,Tuatapere,NZ,-46.1333,167.6833,54.82,88,25,6.85,scattered clouds
381,Butte,US,39.6499,-121.5677,53.15,54,34,8.37,scattered clouds
382,Ambon,ID,-3.6954,128.1814,77.14,94,20,3.44,few clouds
383,Tanga,TZ,-5.0667,39.1,81.99,78,100,14.83,overcast clouds
384,Vila Velha,BR,-20.3297,-40.2925,80.55,85,75,1.01,broken clouds
385,Segovia,ES,41.1667,-4.0,46.81,50,0,4.05,clear sky
386,Praya,CV,14.9215,-23.5087,79.34,57,75,16.11,broken clouds
387,Touros,BR,-5.1989,-35.4608,88.7,49,12,12.03,few clouds
388,Shenjiamen,CN,29.9576,122.298,52.03,99,100,7.99,light rain
389,Kirkland Lake,CA,48.1446,-80.0377,16.09,86,100,14.36,overcast clouds
390,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.59,79,75,8.95,broken clouds
391,Eyrarbakki,IS,63.863,-21.1481,40.24,70,100,32.57,overcast clouds
392,Jacareacanga,BR,-6.2222,-57.7528,88.11,60,92,1.32,overcast clouds
393,Severobaykalsk,RU,55.65,109.3167,-0.15,86,5,5.3,clear sky
394,Rock Springs,US,41.5875,-109.2029,14.05,92,0,4.61,clear sky
395,Meiganga,CM,6.5167,14.3,88.84,15,71,7.25,broken clouds
396,Adre,TD,13.4667,22.2,84.9,12,0,5.68,clear sky
397,Navalmoral De La Mata,ES,39.8916,-5.5406,57.96,54,1,11.14,clear sky
398,Saint-Pierre,RE,-21.3393,55.4781,87.48,66,20,9.22,few clouds
399,Tura,IN,25.5198,90.2201,57.79,61,56,3.78,broken clouds
400,Tonantins,BR,-2.8731,-67.8022,76.62,92,99,3.22,overcast clouds
401,West Fargo,US,46.875,-96.9004,-0.98,78,0,1.01,clear sky
402,Severnyy,RU,50.677,36.5532,26.64,86,75,8.95,broken clouds
403,Ankang,CN,32.68,109.0172,41.4,72,100,3.91,overcast clouds
404,Sao Miguel,BR,-5.4667,-35.3667,88.57,48,11,13.38,few clouds
405,Fuerte Olimpo,PY,-21.0415,-57.8738,98.67,31,14,11.63,few clouds
406,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,85.68,56,13,9.22,few clouds
407,Sergeyevka,KZ,53.88,67.4158,2.59,94,100,5.14,overcast clouds
408,Udachnyy,RU,66.4167,112.4,-11.47,99,14,4.81,few clouds
409,Mackenzie,CA,55.2999,-123.1698,37.62,70,100,11.5,overcast clouds
410,Harper,LR,4.375,-7.7169,85.15,54,0,12.64,clear sky
411,Hoima,UG,1.4356,31.3436,77.83,37,100,3.56,overcast clouds
412,Shahr-E Babak,IR,30.1165,55.1186,36.32,29,0,3.58,clear sky
413,Yeppoon,AU,-23.1333,150.7333,73.18,66,100,17.22,overcast clouds
414,Takaka,NZ,-40.85,172.8,59.97,60,4,4.16,clear sky
415,Hailar,CN,49.2,119.7,-11.63,100,100,4.14,overcast clouds
416,Clearwater,US,27.9659,-82.8001,57.18,87,100,7.0,overcast clouds
417,Rostovka,RU,55.3842,71.8891,-10.48,100,89,3.85,overcast clouds
418,Bulgan,MN,48.8125,103.5347,4.39,98,100,0.49,overcast clouds
419,Algiers,DZ,36.7525,3.042,55.22,58,40,10.36,scattered clouds
420,Codrington,AU,-38.2667,141.9667,72.28,47,55,14.58,broken clouds
421,Bendigo,AU,-36.7667,144.2833,67.64,47,3,4.52,clear sky
422,Rawson,AR,-43.3002,-65.1023,80.82,18,68,27.67,broken clouds
423,Luanda,AO,-8.8368,13.2343,82.4,65,0,14.97,clear sky
424,Khromtau,KZ,50.2503,58.4347,3.49,92,100,7.16,overcast clouds
425,Syamzha,RU,60.0158,41.0614,5.95,98,85,4.65,overcast clouds
426,Gizo,SB,-8.103,156.8419,83.23,76,99,9.53,light rain
427,Tecoanapa,MX,16.5167,-98.75,77.29,63,1,2.62,clear sky
428,Roseto Degli Abruzzi,IT,42.6664,14.0227,50.9,47,0,7.92,clear sky
429,Alofi,NU,-19.0595,-169.9187,78.69,89,56,5.75,broken clouds
430,Vanimo,PG,-2.6741,141.3028,78.17,88,82,4.61,broken clouds
431,Omboue,GA,-1.5746,9.2618,81.66,77,87,9.89,light rain
432,Manapparai,IN,10.6,78.4167,81.46,55,2,7.07,clear sky
433,Cartagena,CO,10.3997,-75.5144,82.02,78,20,2.3,few clouds
434,Balkhash,KZ,46.844,74.9804,7.7,82,100,8.08,overcast clouds
435,Tomohon,ID,1.3346,124.8392,67.14,92,100,1.34,overcast clouds
436,Darnah,LY,32.767,22.6367,58.93,64,38,28.07,scattered clouds
437,Chegdomyn,RU,51.1167,133.0167,-24.86,100,15,1.72,few clouds
438,Oranjestad,AW,12.524,-70.027,82.35,65,75,21.85,broken clouds
439,Marovoay,MG,-16.1,46.6333,80.74,87,100,3.94,moderate rain
440,Fairbanks,US,64.8378,-147.7164,18.61,83,20,5.75,few clouds
441,Yaritagua,VE,10.08,-69.1261,83.46,53,65,5.3,broken clouds
442,Aksu,CN,41.1231,80.2644,27.66,46,0,4.5,clear sky
443,Talnakh,RU,69.4865,88.3972,13.21,91,100,15.14,light snow
444,Berlevag,NO,70.8578,29.0864,25.03,86,100,29.37,overcast clouds
445,Port Macquarie,AU,-31.4333,152.9167,66.16,82,73,8.55,broken clouds
446,Nakambala,ZM,-15.8324,27.7799,71.33,78,26,7.58,light rain
447,Namibe,AO,-15.1961,12.1522,79.68,63,37,14.76,scattered clouds
448,Yenagoa,NG,4.9247,6.2642,96.42,27,16,4.5,few clouds
449,Muroto,JP,33.2833,134.15,48.63,66,95,2.42,overcast clouds
450,Milazzo,IT,38.2212,15.2383,54.37,56,0,5.01,clear sky
451,Caruray,PH,10.3094,119.0128,76.55,83,41,4.72,scattered clouds
452,Ossora,RU,59.2353,163.0719,-10.37,87,11,3.6,few clouds
453,Mongu,ZM,-15.2484,23.1274,78.85,48,95,4.83,overcast clouds
454,Sakaiminato,JP,35.55,133.2333,31.98,86,20,1.14,few clouds
455,Nantucket,US,41.2835,-70.0995,31.14,81,100,18.81,overcast clouds
456,Zhigansk,RU,66.7697,123.3711,-8.36,98,100,15.84,light snow
457,Canutama,BR,-6.5339,-64.3831,71.71,99,100,2.44,very heavy rain
458,Tahta,EG,26.7693,31.5021,60.91,30,0,12.44,clear sky
459,Excelsior Springs,US,39.3392,-94.2261,29.97,58,0,0.0,clear sky
460,Escuintla,GT,14.305,-90.785,79.48,41,0,1.92,clear sky
461,Baruun-Urt,MN,46.6806,113.2792,-3.17,99,42,3.33,scattered clouds
462,Sioux Lookout,CA,50.1001,-91.917,-9.33,77,20,12.66,few clouds
463,Faya,SA,18.3851,42.4509,60.91,58,1,7.36,clear sky
464,Galatas,GR,37.4962,23.4489,42.62,73,100,24.87,overcast clouds
465,Jizan,SA,17.3333,42.6667,83.34,57,16,10.36,few clouds
466,Iisaku,EE,59.1014,27.3081,21.31,94,92,6.85,overcast clouds
467,Gorontalo,ID,0.5412,123.0595,75.49,94,98,3.29,overcast clouds
468,Torbat-E Jam,IR,35.244,60.6225,32.76,63,2,4.63,clear sky
469,Havelock,US,34.8791,-76.9013,30.15,92,97,3.0,overcast clouds
470,Carutapera,BR,-1.195,-46.02,87.21,59,7,5.97,clear sky
471,Komsomolskiy,UZ,40.4272,71.7189,38.62,75,75,11.5,broken clouds
472,Mocuba,MZ,-16.8392,36.9856,76.35,87,6,7.18,light rain
473,Manokwari,ID,-0.8667,134.0833,78.1,84,100,3.71,overcast clouds
474,Les Cayes,HT,18.2,-73.75,81.93,63,15,7.49,few clouds
475,Naryan-Mar,RU,67.6713,53.087,9.55,98,100,2.86,overcast clouds
476,Bathsheba,BB,13.2167,-59.5167,83.01,54,20,21.85,few clouds
477,Hauge,NO,58.3436,6.2812,46.58,93,50,14.36,scattered clouds
478,Batagay-Alyta,RU,67.8006,130.4114,-1.05,86,100,4.14,overcast clouds
479,Warrington,GB,53.3925,-2.5802,46.9,89,75,4.0,broken clouds
480,Garowe,SO,8.4054,48.4845,82.29,32,87,21.03,overcast clouds
481,Okhotsk,RU,59.3833,143.3,-9.8,77,98,14.09,overcast clouds
482,Tomatlan,MX,19.9333,-105.25,70.07,77,10,3.6,clear sky
483,Aksha,RU,50.2814,113.2867,-5.85,100,71,0.85,broken clouds
484,Bonavista,CA,48.6499,-53.1147,19.11,68,70,10.92,broken clouds
485,Jiblah,YE,13.9216,44.1467,62.13,58,35,2.82,scattered clouds
486,Hamilton,US,39.1834,-84.5333,21.24,79,38,3.0,scattered clouds
487,Sault Sainte Marie,CA,46.5168,-84.3333,21.76,82,100,9.22,overcast clouds
488,Perpignan,FR,42.75,2.75,56.19,30,0,13.8,clear sky
489,Bharatpur,IN,27.2167,77.4833,57.2,80,98,9.91,overcast clouds
490,Nehe,CN,48.4833,124.8333,-3.87,97,98,2.44,overcast clouds
491,Ayan,RU,56.45,138.1667,5.05,71,95,13.49,overcast clouds
492,Micheweni,TZ,-4.9667,39.8333,82.42,75,98,16.22,overcast clouds
493,Plover,US,44.4564,-89.544,22.05,68,100,9.22,overcast clouds
494,Batangafo,CF,7.3008,18.2833,97.59,10,2,6.4,clear sky
495,Marsa Matruh,EG,31.3525,27.2453,64.6,36,40,20.71,scattered clouds
496,Atar,MR,20.5169,-13.0499,88.0,12,100,20.04,overcast clouds
497,Norman Wells,CA,65.282,-126.8329,-2.16,65,75,21.85,broken clouds
498,Mandalgovi,MN,45.7625,106.2708,7.34,44,100,9.22,overcast clouds
499,Viedma,AR,-40.8135,-62.9967,85.8,36,100,14.85,overcast clouds
500,Banda Aceh,ID,5.5577,95.3222,79.57,81,45,6.13,scattered clouds
501,San Quintin,MX,30.4833,-115.95,54.36,83,0,3.11,clear sky
502,Ejido,VE,8.5514,-71.2375,78.39,56,43,5.73,scattered clouds
503,Hobyo,SO,5.3505,48.5268,78.53,75,71,22.28,broken clouds
504,Touba,CI,8.2833,-7.6833,92.19,8,32,7.27,scattered clouds
505,Wawa,NG,9.9022,4.4192,88.81,16,33,5.53,scattered clouds
506,Ormstown,CA,45.1334,-73.9992,-2.97,92,60,2.42,broken clouds
507,Maxixe,MZ,-23.8597,35.3472,80.42,74,75,18.01,moderate rain
508,Nuevo Progreso,MX,23.1667,-97.95,51.6,64,100,7.81,overcast clouds
509,Manacapuru,BR,-3.2997,-60.6206,84.78,80,99,3.36,overcast clouds
510,Hualmay,PE,-11.0964,-77.6139,74.73,75,38,6.71,scattered clouds
511,Ola,RU,59.5833,151.2833,-10.86,84,12,7.38,few clouds
512,Albury,AU,-36.0833,146.9167,70.02,91,0,3.44,clear sky
513,Taoudenni,ML,22.6783,-3.9836,79.29,13,81,13.02,broken clouds
514,Seymchan,RU,62.8833,152.4333,-44.66,99,81,0.83,broken clouds
515,Clermont,FR,49.5,2.4167,42.71,78,15,4.61,few clouds
516,Tessalit,ML,20.1986,1.0114,75.72,10,6,13.38,clear sky
517,Bitkine,TD,11.9801,18.2138,88.29,11,33,7.99,scattered clouds
518,Sao Filipe,CV,14.8961,-24.4956,75.15,71,42,5.61,scattered clouds
519,Coquimbo,CL,-29.9533,-71.3436,64.13,72,20,10.36,few clouds
520,Olindina,BR,-11.3667,-38.3333,90.77,43,22,6.98,few clouds
521,Chicama,PE,-7.8447,-79.1469,63.14,65,9,6.98,clear sky
522,Norway,US,45.7869,-87.9037,16.54,84,99,4.0,overcast clouds
523,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,-1.41,76,52,5.37,broken clouds
524,Scottsbluff,US,41.8666,-103.6672,22.8,89,24,2.64,few clouds
525,Maracaju,BR,-21.6144,-55.1683,96.87,29,4,11.48,clear sky
526,Ustka,PL,54.5805,16.8619,33.62,75,64,9.78,broken clouds
527,Boshan,CN,36.4833,117.8333,30.16,95,100,4.41,overcast clouds
528,Burgos,ES,42.3394,-3.7079,43.21,52,0,18.41,clear sky
529,Havoysund,NO,70.9963,24.6622,34.68,79,100,18.77,overcast clouds
530,Provost,CA,52.3501,-110.2683,39.65,92,100,10.38,overcast clouds
531,Misratah,LY,32.3754,15.0925,59.31,60,4,19.26,clear sky
532,Ndola,ZM,-12.9587,28.6366,70.52,79,69,5.57,light rain
533,Surat Thani,TH,9.1667,99.25,80.58,83,20,5.75,few clouds
534,Urla,TR,38.3229,26.764,45.21,71,89,13.73,overcast clouds
535,Surgut,RU,61.25,73.4167,12.38,85,75,4.47,broken clouds
536,Haines Junction,CA,60.7522,-137.5108,33.75,86,66,8.05,broken clouds
537,Floro,NO,61.5996,5.0328,45.97,100,75,17.27,light intensity drizzle
538,Puerto Narino,CO,-3.7703,-70.3831,76.95,88,98,1.52,overcast clouds
539,Parrita,CR,9.5201,-84.3225,87.98,58,18,2.06,few clouds
540,Abu Zabad,SD,12.35,29.25,81.21,13,64,11.27,broken clouds
541,Weatherford,US,32.7593,-97.7972,34.41,54,4,1.01,clear sky
542,Jalu,LY,29.0331,21.5482,63.0,29,67,11.12,broken clouds
543,Lata,PT,40.1629,-8.3327,58.93,39,0,6.89,clear sky
544,Caconda,AO,-13.7333,15.0667,65.73,69,100,3.6,overcast clouds
545,Changji,CN,44.0167,87.3167,16.59,92,75,0.0,mist
546,Smithers,CA,54.7804,-127.1743,25.12,93,40,8.05,scattered clouds
547,Sisimiut,GL,66.9395,-53.6735,6.62,93,100,11.23,light snow
548,Hare Bay,CA,48.8499,-54.0148,15.19,56,6,5.41,clear sky
549,Mirassol,BR,-20.8192,-49.5211,89.28,43,0,5.75,clear sky
550,Braganca,BR,-1.0536,-46.7656,89.64,53,19,4.88,few clouds
551,Ancud,CL,-41.8697,-73.8203,55.42,83,96,17.29,light rain
552,Pandan,PH,14.0453,124.1694,76.78,86,95,12.37,overcast clouds
553,Pangody,RU,65.85,74.4859,12.74,95,100,13.27,light snow
554,Road Town,VG,18.4167,-64.6167,82.44,69,40,12.66,scattered clouds
555,Iracoubo,GF,5.4802,-53.2011,80.13,76,77,5.61,broken clouds
556,Horsham,GB,51.064,-0.3272,44.02,79,75,9.22,broken clouds
557,Lodja,CD,-3.4833,23.4333,77.38,74,98,5.41,light rain
558,Vyborg,RU,60.7076,28.7528,24.13,96,34,5.59,scattered clouds
559,Nouadhibou,MR,20.931,-17.0347,75.18,57,71,9.22,broken clouds
560,Port-Gentil,GA,-0.7193,8.7815,84.16,74,20,12.66,few clouds
561,Grootegast,NL,53.2125,6.2736,44.98,66,98,5.01,overcast clouds
562,Pangnirtung,CA,66.1451,-65.7125,-8.91,94,100,1.63,overcast clouds
563,Eyl,SO,7.9803,49.8164,77.2,74,100,23.64,overcast clouds
564,Pertuis,FR,43.6925,5.5028,55.22,43,0,1.48,clear sky
565,Krasnyy Yar,RU,46.5331,48.3456,24.73,84,100,10.0,overcast clouds
566,Los Pozos,VE,8.4518,-62.7268,84.78,56,80,10.18,broken clouds
567,Gushikawa,JP,26.3544,127.8686,67.23,80,100,21.65,light rain
568,Wana,PK,32.2989,69.5725,38.07,75,25,2.66,scattered clouds
569,Daru,PG,-9.0763,143.2092,78.17,86,100,2.68,overcast clouds
570,Hachinohe,JP,40.5,141.5,31.82,89,15,7.02,few clouds
571,Deputatskiy,RU,69.3,139.9,-12.6,86,100,4.34,overcast clouds
572,Walvis Bay,NA,-22.9575,14.5053,86.95,51,94,6.91,overcast clouds
573,Kafanchan,NG,9.5833,8.3,92.98,12,10,1.88,clear sky
574,Plast,RU,54.3691,60.8136,-5.42,99,99,3.02,overcast clouds
575,Shelburne,CA,44.0787,-80.2041,12.24,86,100,15.9,overcast clouds
