City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
410,Harper,LR,85.15,clear sky,4.375,-7.7169,Screensaver
411,Hoima,UG,77.83,overcast clouds,1.4356,31.3436,Tik Hotel
422,Rawson,AR,80.82,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
423,Luanda,AO,82.4,clear sky,-8.8368,13.2343,Hotel Fórum
426,Gizo,SB,83.23,light rain,-8.103,156.8419,Imagination Island
427,Tecoanapa,MX,77.29,clear sky,16.5167,-98.75,Hotel Manglares
429,Alofi,NU,78.69,broken clouds,-19.0595,-169.9187,Taloa Heights
430,Vanimo,PG,78.17,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
431,Omboue,GA,81.66,light rain,-1.5746,9.2618,Hotel Olako
432,Manapparai,IN,81.46,clear sky,10.6,78.4167,VIJAY GUEST HOUSE (LODGE)
433,Cartagena,CO,82.02,few clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
438,Oranjestad,AW,82.35,broken clouds,12.524,-70.027,Divi Village Golf & Beach Resort
439,Marovoay,MG,80.74,moderate rain,-16.1,46.6333,Hôtel les Oliviers Marovoay
441,Yaritagua,VE,83.46,broken clouds,10.08,-69.1261,Apartamento de Julian Cotillo
447,Namibe,AO,79.68,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
453,Mongu,ZM,78.85,overcast clouds,-15.2484,23.1274,Country Lodge Mongu
460,Escuintla,GT,79.48,clear sky,14.305,-90.785,HOTEL SARITA
465,Jizan,SA,83.34,few clouds,17.3333,42.6667,شهدان. ابوالحجر
467,Gorontalo,ID,75.49,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
470,Carutapera,BR,87.21,clear sky,-1.195,-46.02,Lidera
472,Mocuba,MZ,76.35,light rain,-16.8392,36.9856,Phama Lodge
473,Manokwari,ID,78.1,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
474,Les Cayes,HT,81.93,few clouds,18.2,-73.75,Villa Orphee
476,Bathsheba,BB,83.01,few clouds,13.2167,-59.5167,Atlantis Hotel
480,Garowe,SO,82.29,overcast clouds,8.4054,48.4845,Curubo Hotel
496,Atar,MR,88.0,overcast clouds,20.5169,-13.0499,Oumou Elghoura
499,Viedma,AR,85.8,overcast clouds,-40.8135,-62.9967,Hotel Cristal
500,Banda Aceh,ID,79.57,scattered clouds,5.5577,95.3222,Sulthan Hotel International
502,Ejido,VE,78.39,scattered clouds,8.5514,-71.2375,Bora Bora Nails & Spa C.A.
503,Hobyo,SO,78.53,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
507,Maxixe,MZ,80.42,moderate rain,-23.8597,35.3472,Oceano
509,Manacapuru,BR,84.78,overcast clouds,-3.2997,-60.6206,Novo Hotel
518,Sao Filipe,CV,75.15,scattered clouds,14.8961,-24.4956,Hotel Xaguate
533,Surat Thani,TH,80.58,few clouds,9.1667,99.25,Suankafae Resort
538,Puerto Narino,CO,76.95,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
539,Parrita,CR,87.98,few clouds,9.5201,-84.3225,Beso del Viento
540,Abu Zabad,SD,81.21,broken clouds,12.35,29.25,حامد محمد نور
549,Mirassol,BR,89.28,clear sky,-20.8192,-49.5211,Condomínio Parque da Nascente
550,Braganca,BR,89.64,few clouds,-1.0536,-46.7656,Marujo's Suíte Hotel
552,Pandan,PH,76.78,overcast clouds,14.0453,124.1694,Bonifacio Lodge
554,Road Town,VG,82.44,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
555,Iracoubo,GF,80.13,broken clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
559,Nouadhibou,MR,75.18,broken clouds,20.931,-17.0347,El Medina
560,Port-Gentil,GA,84.16,few clouds,-0.7193,8.7815,Fengshui Residence
563,Eyl,SO,77.2,overcast clouds,7.9803,49.8164,Amiin Hotel
569,Daru,PG,78.17,overcast clouds,-9.0763,143.2092,Daru Lodge
